Id,Id2,Geography,Total,MarginOfError,Year,formattedAddress
0500000US28059,28059,"Jackson County, Mississippi",130098,*****,2007,"Jackson County, MS, USA"
0500000US28067,28067,"Jones County, Mississippi",68553,3197,2007,"Jones County, MS, USA"
0500000US28075,28075,"Lauderdale County, Mississippi",77100,*****,2007,"Lauderdale County, MS, USA"
0500000US28081,28081,"Lee County, Mississippi",80349,*****,2007,"Lee County, MS, USA"
0500000US28089,28089,"Madison County, Mississippi",89387,*****,2007,"Madison County, MS, USA"
0500000US28121,28121,"Rankin County, Mississippi",138362,*****,2007,"Rankin County, MS, USA"
0500000US29019,29019,"Boone County, Missouri",152435,*****,2007,"Boone County, MO, USA"
0500000US29021,29021,"Buchanan County, Missouri",86485,*****,2007,"Buchanan County, MO, USA"
0500000US29031,29031,"Cape Girardeau County, Missouri",72740,*****,2007,"Cape Girardeau County, MO, USA"
0500000US29037,29037,"Cass County, Missouri",97133,*****,2007,"Cass County, MO, USA"
0500000US29043,29043,"Christian County, Missouri",73066,*****,2007,"Christian County, MO, USA"
0500000US29047,29047,"Clay County, Missouri",211952,*****,2007,"Clay County, MO, USA"
0500000US29051,29051,"Cole County, Missouri",73698,*****,2007,"Cole County, MO, USA"
0500000US29071,29071,"Franklin County, Missouri",100045,*****,2007,"Franklin County, MO, USA"
0500000US29077,29077,"Greene County, Missouri",263980,*****,2007,"Greene County, MO, USA"
0500000US29095,29095,"Jackson County, Missouri",666890,*****,2007,"Jackson County, MO, USA"
0500000US29097,29097,"Jasper County, Missouri",115240,*****,2007,"Jasper County, MO, USA"
0500000US29099,29099,"Jefferson County, Missouri",216076,*****,2007,"Jefferson County, MO, USA"
0500000US29165,29165,"Platte County, Missouri",84881,*****,2007,"Platte County, MO, USA"
0500000US29183,29183,"St. Charles County, Missouri",343952,*****,2007,"St Charles County, MO, USA"
0500000US29189,29189,"St. Louis County, Missouri",995118,*****,2007,"St Louis County, MO, USA"
0500000US29510,29510,"St. Louis city, Missouri",350759,*****,2007,"St. Louis, MO, USA"
0500000US30013,30013,"Cascade County, Montana",81775,*****,2007,"Cascade County, MT, USA"
0500000US30029,30029,"Flathead County, Montana",86844,*****,2007,"Flathead County, MT, USA"
0500000US30031,30031,"Gallatin County, Montana",89204,2114,2007,"Gallatin County, MT, USA"
0500000US30063,30063,"Missoula County, Montana",105650,*****,2007,"Missoula County, MT, USA"
0500000US30111,30111,"Yellowstone County, Montana",139936,*****,2007,"Yellowstone County, MT, USA"
0500000US31055,31055,"Douglas County, Nebraska",497416,*****,2007,"Douglas County, NE, USA"
0500000US31109,31109,"Lancaster County, Nebraska",275665,*****,2007,"Lancaster County, NE, USA"
0500000US31153,31153,"Sarpy County, Nebraska",146756,*****,2007,"Sarpy County, NE, USA"
0500000US32003,32003,"Clark County, Nevada",1836333,*****,2007,"Clark County, NV, USA"
0500000US32031,32031,"Washoe County, Nevada",406079,*****,2007,"Washoe County, NV, USA"
0500000US33005,33005,"Cheshire County, New Hampshire",77725,*****,2007,"Cheshire County, NH, USA"
0500000US33009,33009,"Grafton County, New Hampshire",85514,*****,2007,"Grafton County, NH, USA"
0500000US33011,33011,"Hillsborough County, New Hampshire",402302,*****,2007,"Hillsborough County, NH, USA"
0500000US33013,33013,"Merrimack County, New Hampshire",148274,*****,2007,"Merrimack County, NH, USA"
0500000US33015,33015,"Rockingham County, New Hampshire",296543,*****,2007,"Rockingham County, NH, USA"
0500000US33017,33017,"Strafford County, New Hampshire",121581,*****,2007,"Strafford County, NH, USA"
0500000US34001,34001,"Atlantic County, New Jersey",270644,*****,2007,"Atlantic County, NJ, USA"
0500000US34003,34003,"Bergen County, New Jersey",895744,*****,2007,"Bergen County, NJ, USA"
0500000US34005,34005,"Burlington County, New Jersey",446817,*****,2007,"Burlington County, NJ, USA"
0500000US34007,34007,"Camden County, New Jersey",513769,*****,2007,"Camden County, NJ, USA"
0500000US34009,34009,"Cape May County, New Jersey",96422,*****,2007,"Cape May County, NJ, USA"
0500000US34011,34011,"Cumberland County, New Jersey",155544,*****,2007,"Cumberland County, NJ, USA"
0500000US34013,34013,"Essex County, New Jersey",776087,*****,2007,"Essex County, NJ, USA"
0500000US34015,34015,"Gloucester County, New Jersey",285753,*****,2007,"Gloucester County, NJ, USA"
0500000US34017,34017,"Hudson County, New Jersey",598160,*****,2007,"Hudson County, NJ, USA"
0500000US34019,34019,"Hunterdon County, New Jersey",129348,*****,2007,"Hunterdon County, NJ, USA"
0500000US34021,34021,"Mercer County, New Jersey",365449,*****,2007,"Mercer County, NJ, USA"
0500000US34023,34023,"Middlesex County, New Jersey",788629,*****,2007,"Middlesex County, NJ, USA"
0500000US34025,34025,"Monmouth County, New Jersey",642030,*****,2007,"Monmouth County, NJ, USA"
0500000US34027,34027,"Morris County, New Jersey",488475,*****,2007,"Morris County, NJ, USA"
0500000US34029,34029,"Ocean County, New Jersey",565493,*****,2007,"Ocean County, NJ, USA"
0500000US34031,34031,"Passaic County, New Jersey",492115,*****,2007,"Passaic County, NJ, USA"
0500000US34033,34033,"Salem County, New Jersey",66016,*****,2007,"Salem County, NJ, USA"
0500000US34035,34035,"Somerset County, New Jersey",323552,*****,2007,"Somerset County, NJ, USA"
0500000US34037,34037,"Sussex County, New Jersey",151478,*****,2007,"Sussex County, NJ, USA"
0500000US34039,34039,"Union County, New Jersey",524658,*****,2007,"Union County, NJ, USA"
0500000US34041,34041,"Warren County, New Jersey",109737,*****,2007,"Warren County, NJ, USA"
0500000US35001,35001,"Bernalillo County, New Mexico",629292,*****,2007,"Bernalillo County, NM, USA"
0500000US35013,35013,"Dona Ana County, New Mexico",198791,*****,2007,"Doña Ana County, NM, USA"
0500000US35031,35031,"McKinley County, New Mexico",70059,*****,2007,"McKinley County, NM, USA"
0500000US35043,35043,"Sandoval County, New Mexico",117866,*****,2007,"Sandoval County, NM, USA"
0500000US35045,35045,"San Juan County, New Mexico",122427,*****,2007,"San Juan County, NM, USA"
0500000US35049,35049,"Santa Fe County, New Mexico",142955,*****,2007,"Santa Fe County, NM, USA"
0500000US35061,35061,"Valencia County, New Mexico",67998,2800,2007,"Valencia County, NM, USA"
0500000US36001,36001,"Albany County, New York",299307,*****,2007,"Albany County, NY, USA"
0500000US36005,36005,"Bronx County, New York",1373659,*****,2007,"Bronx County, NY, USA"
0500000US36007,36007,"Broome County, New York",195973,*****,2007,"Broome County, NY, USA"
0500000US36009,36009,"Cattaraugus County, New York",80087,*****,2007,"Cattaraugus County, NY, USA"
0500000US36011,36011,"Cayuga County, New York",80066,*****,2007,"Cayuga County, NY, USA"
0500000US36013,36013,"Chautauqua County, New York",133945,*****,2007,"Chautauqua County, NY, USA"
0500000US36015,36015,"Chemung County, New York",88015,*****,2007,"Chemung County, NY, USA"
0500000US36019,36019,"Clinton County, New York",82215,*****,2007,"Clinton County, NY, USA"
0500000US36027,36027,"Dutchess County, New York",292746,*****,2007,"Dutchess County, NY, USA"
0500000US36029,36029,"Erie County, New York",913338,*****,2007,"Erie County, NY, USA"
0500000US36045,36045,"Jefferson County, New York",117201,*****,2007,"Jefferson County, NY, USA"
0500000US36047,36047,"Kings County, New York",2528050,*****,2007,"Kings County, NY, USA"
0500000US36053,36053,"Madison County, New York",69829,*****,2007,"Madison County, NY, USA"
0500000US36055,36055,"Monroe County, New York",729681,*****,2007,"Monroe County, NY, USA"
0500000US36059,36059,"Nassau County, New York",1306533,*****,2007,"Nassau County, NY, USA"
0500000US36061,36061,"New York County, New York",1620867,*****,2007,"New York County, NY, USA"
0500000US36063,36063,"Niagara County, New York",214845,*****,2007,"Niagara County, NY, USA"
0500000US36065,36065,"Oneida County, New York",232304,*****,2007,"Oneida County, NY, USA"
0500000US36067,36067,"Onondaga County, New York",454010,*****,2007,"Onondaga County, NY, USA"
0500000US36069,36069,"Ontario County, New York",103956,*****,2007,"Ontario County, NY, USA"
0500000US36071,36071,"Orange County, New York",377169,*****,2007,"Orange County, NY, USA"
0500000US36075,36075,"Oswego County, New York",121454,*****,2007,"Oswego County, NY, USA"
0500000US36079,36079,"Putnam County, New York",99489,*****,2007,"Putnam County, NY, USA"
0500000US36081,36081,"Queens County, New York",2270338,*****,2007,"Queens County, NY, USA"
0500000US36083,36083,"Rensselaer County, New York",155318,*****,2007,"Rensselaer County, NY, USA"
0500000US36085,36085,"Richmond County, New York",481613,*****,2007,"Richmond County, NY, USA"
0500000US36087,36087,"Rockland County, New York",296483,*****,2007,"Rockland County, NY, USA"
0500000US36089,36089,"St. Lawrence County, New York",109809,*****,2007,"St Lawrence County, NY, USA"
0500000US36091,36091,"Saratoga County, New York",215852,*****,2007,"Saratoga County, NY, USA"
0500000US36093,36093,"Schenectady County, New York",150818,*****,2007,"Schenectady County, NY, USA"
0500000US36101,36101,"Steuben County, New York",96874,*****,2007,"Steuben County, NY, USA"
0500000US36103,36103,"Suffolk County, New York",1453229,*****,2007,"Suffolk County, NY, USA"
0500000US36105,36105,"Sullivan County, New York",76303,*****,2007,"Sullivan County, NY, USA"
0500000US36109,36109,"Tompkins County, New York",101055,*****,2007,"Tompkins County, NY, USA"
0500000US36111,36111,"Ulster County, New York",181860,*****,2007,"Ulster County, NY, USA"
0500000US36113,36113,"Warren County, New York",66143,*****,2007,"Warren County, NY, USA"
0500000US36117,36117,"Wayne County, New York",91291,*****,2007,"New York, IA 50238, USA"
0500000US36119,36119,"Westchester County, New York",951325,*****,2007,"Westchester County, NY, USA"
0500000US37001,37001,"Alamance County, North Carolina",145360,*****,2007,"Alamance County, NC, USA"
0500000US37019,37019,"Brunswick County, North Carolina",99214,*****,2007,"Brunswick County, NC, USA"
0500000US37021,37021,"Buncombe County, North Carolina",226771,*****,2007,"Buncombe County, NC, USA"
0500000US37023,37023,"Burke County, North Carolina",88975,*****,2007,"Burke County, NC, USA"
0500000US37025,37025,"Cabarrus County, North Carolina",163262,*****,2007,"Cabarrus County, NC, USA"
0500000US37027,37027,"Caldwell County, North Carolina",79454,*****,2007,"Caldwell County, NC, USA"
0500000US37035,37035,"Catawba County, North Carolina",155646,*****,2007,"Catawba County, NC, USA"
0500000US37045,37045,"Cleveland County, North Carolina",98453,*****,2007,"Cleveland County, NC, USA"
0500000US37049,37049,"Craven County, North Carolina",96746,*****,2007,"Craven County, NC, USA"
0500000US37051,37051,"Cumberland County, North Carolina",306518,*****,2007,"Cumberland County, NC, USA"
0500000US37057,37057,"Davidson County, North Carolina",156530,*****,2007,"Davidson County, NC, USA"
0500000US37063,37063,"Durham County, North Carolina",256500,*****,2007,"Durham County, NC, USA"
0500000US37067,37067,"Forsyth County, North Carolina",338774,*****,2007,"Forsyth County, NC, USA"
0500000US37071,37071,"Gaston County, North Carolina",202535,*****,2007,"Gaston County, NC, USA"
0500000US37081,37081,"Guilford County, North Carolina",465931,*****,2007,"Guilford County, NC, USA"
0500000US37085,37085,"Harnett County, North Carolina",108721,*****,2007,"Harnett County, NC, USA"
0500000US37089,37089,"Henderson County, North Carolina",100810,*****,2007,"Henderson County, NC, USA"
0500000US37097,37097,"Iredell County, North Carolina",151445,*****,2007,"Iredell County, NC, USA"
0500000US37101,37101,"Johnston County, North Carolina",157437,*****,2007,"Johnston County, NC, USA"
0500000US37109,37109,"Lincoln County, North Carolina",73106,*****,2007,"Lincoln County, NC, USA"
0500000US37119,37119,"Mecklenburg County, North Carolina",867067,*****,2007,"Mecklenburg County, NC, USA"
0500000US37125,37125,"Moore County, North Carolina",84435,*****,2007,"Moore County, NC, USA"
0500000US37127,37127,"Nash County, North Carolina",92949,*****,2007,"Nash County, NC, USA"
0500000US37129,37129,"New Hanover County, North Carolina",190432,*****,2007,"New Hanover County, NC, USA"
0500000US37133,37133,"Onslow County, North Carolina",162745,*****,2007,"Onslow County, NC, USA"
0500000US37135,37135,"Orange County, North Carolina",124313,*****,2007,"Orange County, NC, USA"
0500000US37147,37147,"Pitt County, North Carolina",152068,*****,2007,"Pitt County, NC, USA"
0500000US37151,37151,"Randolph County, North Carolina",140145,*****,2007,"Randolph County, NC, USA"
0500000US37155,37155,"Robeson County, North Carolina",128149,*****,2007,"Robeson County, NC, USA"
0500000US37157,37157,"Rockingham County, North Carolina",92421,*****,2007,"Rockingham County, NC, USA"
0500000US37159,37159,"Rowan County, North Carolina",137383,*****,2007,"Rowan County, NC, USA"
0500000US37171,37171,"Surry County, North Carolina",72380,*****,2007,"Surry County, NC, USA"
0500000US37179,37179,"Union County, North Carolina",184675,*****,2007,"Union County, NC, USA"
0500000US37183,37183,"Wake County, North Carolina",832970,*****,2007,"Wake County, NC, USA"
0500000US37191,37191,"Wayne County, North Carolina",113590,*****,2007,"Wayne County, NC, USA"
0500000US37193,37193,"Wilkes County, North Carolina",66844,*****,2007,"Wilkes County, NC, USA"
0500000US37195,37195,"Wilson County, North Carolina",76754,*****,2007,"Wilson County, NC, USA"
0500000US38015,38015,"Burleigh County, North Dakota",77316,*****,2007,"Burleigh County, ND, USA"
0500000US38017,38017,"Cass County, North Dakota",137582,*****,2007,"Cass County, ND, USA"
0500000US38035,38035,"Grand Forks County, North Dakota",66983,*****,2007,"Grand Forks County, ND, USA"
0500000US39003,39003,"Allen County, Ohio",105233,*****,2007,"Allen County, OH, USA"
0500000US39007,39007,"Ashtabula County, Ohio",101141,*****,2007,"Ashtabula County, OH, USA"
0500000US39013,39013,"Belmont County, Ohio",67908,*****,2007,"Belmont County, OH, USA"
0500000US39017,39017,"Butler County, Ohio",357888,*****,2007,"Butler County, OH, USA"
0500000US39023,39023,"Clark County, Ohio",140477,*****,2007,"Clark County, OH, USA"
0500000US39025,39025,"Clermont County, Ohio",193490,*****,2007,"Clermont County, OH 45103, USA"
0500000US39029,39029,"Columbiana County, Ohio",108698,*****,2007,"Columbiana County, OH, USA"
0500000US39035,39035,"Cuyahoga County, Ohio",1295958,*****,2007,"Cuyahoga County, OH, USA"
0500000US39041,39041,"Delaware County, Ohio",160865,*****,2007,"Delaware County, OH, USA"
0500000US39043,39043,"Erie County, Ohio",77323,*****,2007,"Erie County, OH, USA"
0500000US39045,39045,"Fairfield County, Ohio",141318,*****,2007,"Fairfield County, OH, USA"
0500000US39049,39049,"Franklin County, Ohio",1118107,*****,2007,"Franklin County, OH, USA"
0500000US39055,39055,"Geauga County, Ohio",95029,*****,2007,"Geauga County, OH, USA"
0500000US39057,39057,"Greene County, Ohio",154656,*****,2007,"Greene County, OH, USA"
0500000US39061,39061,"Hamilton County, Ohio",842369,*****,2007,"Hamilton County, OH, USA"
0500000US39063,39063,"Hancock County, Ohio",74204,*****,2007,"Hancock County, OH, USA"
0500000US39081,39081,"Jefferson County, Ohio",68730,*****,2007,"Jefferson County, OH, USA"
0500000US39085,39085,"Lake County, Ohio",233392,*****,2007,"Lake County, OH, USA"
0500000US39089,39089,"Licking County, Ohio",156985,*****,2007,"Licking County, OH, USA"
0500000US39093,39093,"Lorain County, Ohio",302260,*****,2007,"Lorain County, OH, USA"
0500000US39095,39095,"Lucas County, Ohio",441910,*****,2007,"Lucas County, OH, USA"
0500000US39099,39099,"Mahoning County, Ohio",240420,*****,2007,"Mahoning County, OH, USA"
0500000US39101,39101,"Marion County, Ohio",65248,*****,2007,"Marion County, OH, USA"
0500000US39103,39103,"Medina County, Ohio",169832,*****,2007,"Medina County, OH, USA"
0500000US39109,39109,"Miami County, Ohio",101038,*****,2007,"Miami County, OH, USA"
0500000US39113,39113,"Montgomery County, Ohio",538104,*****,2007,"Montgomery County, OH, USA"
0500000US39119,39119,"Muskingum County, Ohio",85333,*****,2007,"Muskingum County, OH, USA"
0500000US39133,39133,"Portage County, Ohio",155869,*****,2007,"Portage County, OH, USA"
0500000US39139,39139,"Richland County, Ohio",125679,*****,2007,"Richland County, OH, USA"
0500000US39141,39141,"Ross County, Ohio",75398,*****,2007,"Ross County, OH 45601, USA"
0500000US39145,39145,"Scioto County, Ohio",75958,*****,2007,"Scioto County, OH, USA"
0500000US39151,39151,"Stark County, Ohio",378664,*****,2007,"Stark County, OH, USA"
0500000US39153,39153,"Summit County, Ohio",543487,*****,2007,"Summit County, OH, USA"
0500000US39155,39155,"Trumbull County, Ohio",213475,*****,2007,"Trumbull County, OH, USA"
0500000US39157,39157,"Tuscarawas County, Ohio",91398,*****,2007,"Tuscarawas County, OH, USA"
0500000US39165,39165,"Warren County, Ohio",204390,*****,2007,"Warren County, OH, USA"
0500000US39169,39169,"Wayne County, Ohio",113554,*****,2007,"Wayne County, OH, USA"
0500000US39173,39173,"Wood County, Ohio",125399,*****,2007,"Wood County, OH, USA"
0500000US40017,40017,"Canadian County, Oklahoma",103559,*****,2007,"Oklahoma City, OK, USA"
0500000US40027,40027,"Cleveland County, Oklahoma",236452,*****,2007,"Cleveland County, OK, USA"
0500000US40031,40031,"Comanche County, Oklahoma",113811,*****,2007,"Comanche County, OK, USA"
0500000US40037,40037,"Creek County, Oklahoma",69073,*****,2007,"Creek County, OK, USA"
0500000US40101,40101,"Muskogee County, Oklahoma",71116,*****,2007,"Muskogee County, OK, USA"
0500000US40109,40109,"Oklahoma County, Oklahoma",701807,*****,2007,"Oklahoma County, OK, USA"
0500000US40119,40119,"Payne County, Oklahoma",79931,*****,2007,"Payne County, OK, USA"
0500000US40125,40125,"Pottawatomie County, Oklahoma",69038,*****,2007,"Pottawatomie County, OK, USA"
0500000US40131,40131,"Rogers County, Oklahoma",83105,*****,2007,"Rogers County, OK, USA"
0500000US40143,40143,"Tulsa County, Oklahoma",585068,*****,2007,"Tulsa County, OK, USA"
0500000US40145,40145,"Wagoner County, Oklahoma",67239,*****,2007,"Wagoner County, OK, USA"
0500000US41003,41003,"Benton County, Oregon",81428,*****,2007,"Benton County, OR, USA"
0500000US41005,41005,"Clackamas County, Oregon",376251,*****,2007,"Clackamas County, OR, USA"
0500000US41017,41017,"Deschutes County, Oregon",154028,*****,2007,"Deschutes County, OR, USA"
0500000US41019,41019,"Douglas County, Oregon",104119,*****,2007,"Douglas County, OR, USA"
0500000US41029,41029,"Jackson County, Oregon",199295,*****,2007,"Jackson County, OR, USA"
0500000US41033,41033,"Josephine County, Oregon",81056,*****,2007,"Josephine County, OR, USA"
0500000US41035,41035,"Klamath County, Oregon",66031,1380,2007,"Klamath County, OR, USA"
0500000US41039,41039,"Lane County, Oregon",343591,*****,2007,"Lane County, OR, USA"
0500000US41043,41043,"Linn County, Oregon",113264,*****,2007,"Linn County, OR, USA"
0500000US41047,41047,"Marion County, Oregon",311449,*****,2007,"Marion County, OR, USA"
0500000US41051,41051,"Multnomah County, Oregon",701986,*****,2007,"Multnomah County, OR, USA"
0500000US41053,41053,"Polk County, Oregon",75265,*****,2007,"Polk County, OR, USA"
0500000US41059,41059,"Umatilla County, Oregon",73491,*****,2007,"Umatilla County, OR, USA"
0500000US41067,41067,"Washington County, Oregon",522514,*****,2007,"Washington County, OR, USA"
0500000US41071,41071,"Yamhill County, Oregon",96573,*****,2007,"Yamhill County, OR, USA"
0500000US42001,42001,"Adams County, Pennsylvania",100779,*****,2007,"Adams County, PA, USA"
0500000US42003,42003,"Allegheny County, Pennsylvania",1219210,*****,2007,"Allegheny County, PA, USA"
0500000US42005,42005,"Armstrong County, Pennsylvania",69059,*****,2007,"Armstrong County, PA, USA"
0500000US42007,42007,"Beaver County, Pennsylvania",173074,*****,2007,"Beaver County, PA, USA"
0500000US42011,42011,"Berks County, Pennsylvania",401955,*****,2007,"Berks County, PA, USA"
0500000US42013,42013,"Blair County, Pennsylvania",125527,*****,2007,"Blair County, PA, USA"
0500000US42017,42017,"Bucks County, Pennsylvania",621144,*****,2007,"Bucks County, PA, USA"
0500000US42019,42019,"Butler County, Pennsylvania",181934,*****,2007,"Butler County, PA, USA"
0500000US42021,42021,"Cambria County, Pennsylvania",144995,*****,2007,"Cambria County, PA, USA"
0500000US42027,42027,"Centre County, Pennsylvania",144658,*****,2007,"Centre County, PA, USA"
0500000US42029,42029,"Chester County, Pennsylvania",486345,*****,2007,"Chester County, PA, USA"
0500000US42033,42033,"Clearfield County, Pennsylvania",81452,*****,2007,"Clearfield County, PA, USA"
0500000US42037,42037,"Columbia County, Pennsylvania",64726,*****,2007,"Columbia County, PA, USA"
0500000US42039,42039,"Crawford County, Pennsylvania",88663,*****,2007,"Crawford County, PA, USA"
0500000US42041,42041,"Cumberland County, Pennsylvania",228019,*****,2007,"Cumberland County, PA, USA"
0500000US42043,42043,"Dauphin County, Pennsylvania",255710,*****,2007,"Dauphin County, PA, USA"
0500000US42045,42045,"Delaware County, Pennsylvania",554399,*****,2007,"Delaware County, PA, USA"
0500000US42049,42049,"Erie County, Pennsylvania",279092,*****,2007,"Erie County, PA, USA"
0500000US42051,42051,"Fayette County, Pennsylvania",144556,*****,2007,"Fayette County, PA, USA"
0500000US42055,42055,"Franklin County, Pennsylvania",141665,*****,2007,"Franklin County, PA, USA"
0500000US42063,42063,"Indiana County, Pennsylvania",87690,*****,2007,"Indiana County, PA, USA"
0500000US42069,42069,"Lackawanna County, Pennsylvania",209330,*****,2007,"Lackawanna County, PA, USA"
0500000US42071,42071,"Lancaster County, Pennsylvania",498465,*****,2007,"Lancaster County, PA, USA"
0500000US42073,42073,"Lawrence County, Pennsylvania",90991,*****,2007,"Lawrence County, PA, USA"
0500000US42075,42075,"Lebanon County, Pennsylvania",127889,*****,2007,"Lebanon County, PA, USA"
0500000US42077,42077,"Lehigh County, Pennsylvania",337343,*****,2007,"Lehigh County, PA, USA"
0500000US42079,42079,"Luzerne County, Pennsylvania",312265,*****,2007,"Luzerne County, PA, USA"
0500000US42081,42081,"Lycoming County, Pennsylvania",116811,*****,2007,"Lycoming County, PA, USA"
0500000US42085,42085,"Mercer County, Pennsylvania",116809,*****,2007,"Mercer County, PA, USA"
0500000US42089,42089,"Monroe County, Pennsylvania",164722,*****,2007,"Monroe County, PA, USA"
0500000US42091,42091,"Montgomery County, Pennsylvania",776172,*****,2007,"Montgomery County, PA, USA"
0500000US42095,42095,"Northampton County, Pennsylvania",293522,*****,2007,"Northampton County, PA, USA"
0500000US42097,42097,"Northumberland County, Pennsylvania",91003,*****,2007,"Northumberland County, PA, USA"
0500000US42101,42101,"Philadelphia County, Pennsylvania",1449634,*****,2007,"Philadelphia County, PA, USA"
0500000US42107,42107,"Schuylkill County, Pennsylvania",147269,*****,2007,"Schuylkill County, PA, USA"
0500000US42111,42111,"Somerset County, Pennsylvania",77861,*****,2007,"Somerset County, PA, USA"
0500000US42125,42125,"Washington County, Pennsylvania",205553,*****,2007,"Washington County, PA, USA"
0500000US42129,42129,"Westmoreland County, Pennsylvania",362326,*****,2007,"Westmoreland County, PA, USA"
0500000US42133,42133,"York County, Pennsylvania",421049,*****,2007,"York County, PA, USA"
0500000US44003,44003,"Kent County, Rhode Island",168639,*****,2007,"Kent County, RI, USA"
0500000US44005,44005,"Newport County, Rhode Island",82777,*****,2007,"Newport County, RI, USA"
0500000US44007,44007,"Providence County, Rhode Island",629435,*****,2007,"Providence County, RI, USA"
0500000US44009,44009,"Washington County, Rhode Island",126902,*****,2007,"Washington County, RI, USA"
0500000US45003,45003,"Aiken County, South Carolina",152307,*****,2007,"Aiken County, SC, USA"
0500000US45007,45007,"Anderson County, South Carolina",179981,*****,2007,"Anderson County, SC, USA"
0500000US45013,45013,"Beaufort County, South Carolina",147316,*****,2007,"Beaufort County, SC, USA"
0500000US45015,45015,"Berkeley County, South Carolina",163622,*****,2007,"Berkeley County, SC, USA"
0500000US45019,45019,"Charleston County, South Carolina",342973,*****,2007,"Charleston County, SC, USA"
0500000US45031,45031,"Darlington County, South Carolina",66833,*****,2007,"Darlington County, SC, USA"
0500000US45035,45035,"Dorchester County, South Carolina",123505,*****,2007,"Dorchester County, SC, USA"
0500000US45041,45041,"Florence County, South Carolina",131886,*****,2007,"Florence County, SC, USA"
0500000US45045,45045,"Greenville County, South Carolina",428243,*****,2007,"Greenville County, SC, USA"
0500000US45047,45047,"Greenwood County, South Carolina",68259,*****,2007,"Greenwood County, SC, USA"
0500000US45051,45051,"Horry County, South Carolina",249925,*****,2007,"Horry County, SC, USA"
0500000US45057,45057,"Lancaster County, South Carolina",73393,*****,2007,"Lancaster County, SC, USA"
0500000US45059,45059,"Laurens County, South Carolina",69582,*****,2007,"Laurens County, SC, USA"
0500000US45063,45063,"Lexington County, South Carolina",243270,*****,2007,"Lexington County, SC, USA"
0500000US45073,45073,"Oconee County, South Carolina",70753,*****,2007,"Oconee County, SC, USA"
0500000US45075,45075,"Orangeburg County, South Carolina",89952,*****,2007,"Orangeburg County, SC, USA"
0500000US45077,45077,"Pickens County, South Carolina",116003,*****,2007,"Pickens County, SC, USA"
0500000US45079,45079,"Richland County, South Carolina",357734,*****,2007,"Richland County, SC, USA"
0500000US45083,45083,"Spartanburg County, South Carolina",275534,*****,2007,"Spartanburg County, SC, USA"
0500000US45085,45085,"Sumter County, South Carolina",103943,*****,2007,"Sumter County, SC, USA"
0500000US45091,45091,"York County, South Carolina",208827,*****,2007,"York County, SC, USA"
0500000US46099,46099,"Minnehaha County, South Dakota",175272,*****,2007,"Minnehaha County, SD, USA"
0500000US46103,46103,"Pennington County, South Dakota",96280,*****,2007,"Pennington County, SD, USA"
0500000US47001,47001,"Anderson County, Tennessee",73471,*****,2007,"Anderson County, TN, USA"
0500000US47009,47009,"Blount County, Tennessee",119855,*****,2007,"Blount County, TN, USA"
0500000US47011,47011,"Bradley County, Tennessee",95443,*****,2007,"Bradley County, TN, USA"
0500000US47037,47037,"Davidson County, Tennessee",619626,*****,2007,"Davidson County, TN, USA"
0500000US47059,47059,"Greene County, Tennessee",69943,2002,2007,"Greene County, TN, USA"
0500000US47065,47065,"Hamilton County, Tennessee",330168,*****,2007,"Hamilton County, TN, USA"
0500000US47093,47093,"Knox County, Tennessee",423874,*****,2007,"Knox County, TN, USA"
0500000US47113,47113,"Madison County, Tennessee",96518,*****,2007,"Madison County, TN, USA"
0500000US47119,47119,"Maury County, Tennessee",79966,*****,2007,"Maury County, TN, USA"
0500000US47125,47125,"Montgomery County, Tennessee",154460,*****,2007,"Montgomery County, TN, USA"
0500000US47141,47141,"Putnam County, Tennessee",69916,*****,2007,"Putnam County, TN, USA"
0500000US47149,47149,"Rutherford County, Tennessee",241462,*****,2007,"Rutherford County, TN, USA"
0500000US47155,47155,"Sevier County, Tennessee",83527,*****,2007,"Sevier County, TN, USA"
0500000US47157,47157,"Shelby County, Tennessee",910100,*****,2007,"Shelby County, TN, USA"
0500000US47163,47163,"Sullivan County, Tennessee",153519,*****,2007,"Sullivan County, TN, USA"
0500000US47165,47165,"Sumner County, Tennessee",152721,*****,2007,"Sumner County, TN, USA"
0500000US47179,47179,"Washington County, Tennessee",116657,*****,2007,"Washington County, TN, USA"
0500000US47187,47187,"Williamson County, Tennessee",166128,*****,2007,"Williamson County, TN, USA"
0500000US47189,47189,"Wilson County, Tennessee",106356,*****,2007,"Wilson County, TN, USA"
0500000US48005,48005,"Angelina County, Texas",82812,*****,2007,"Angelina County, TX, USA"
0500000US48021,48021,"Bastrop County, Texas",67487,4394,2007,"Bastrop County, TX, USA"
0500000US48027,48027,"Bell County, Texas",276975,*****,2007,"Bell County, TX, USA"
0500000US48029,48029,"Bexar County, Texas",1594493,*****,2007,"Bexar County, TX, USA"
0500000US48037,48037,"Bowie County, Texas",91553,*****,2007,"Bowie County, TX, USA"
0500000US48039,48039,"Brazoria County, Texas",294233,*****,2007,"Brazoria County, TX, USA"
0500000US48041,48041,"Brazos County, Texas",170954,*****,2007,"Brazos County, TX, USA"
0500000US48061,48061,"Cameron County, Texas",387210,*****,2007,"Cameron County, TX, USA"
0500000US48085,48085,"Collin County, Texas",730690,*****,2007,"Collin County, TX, USA"
0500000US48091,48091,"Comal County, Texas",105187,*****,2007,"Comal County, TX, USA"
